用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7783200,1,2,0,14,0,2,3,,0
7783194,0,2,0,24,5,3,2,1,1200
7783191,0,0,1,0,5,1,,,0
7783189,0,0,0,0,5,1,,,0
7783188,1,0,1,0,0,2,,,800
7783187,1,0,3,0,0,1,,,0
7783181,1,8,1,1181,25,7,181,40,5390
7783180,0,0,4,0,20,1,,,0
7783179,1,2,3,13,0,2,1,,800
7783175,0,1,1,3,0,2,2,,750
7783174,0,0,3,0,0,1,,,0
7783171,0,0,0,0,10,1,,,0
7783166,1,0,3,0,0,1,,,0
7783165,0,2,1,24,5,3,3,,50
7783161,0,6,0,501,5,3,64,18,2261
7783160,1,2,0,11,0,2,2,,899
7783157,0,3,4,123,6,3,9,6,3021
7783154,0,6,3,493,20,6,93,18,0
7783152,1,0,1,0,5,3,,,800
7783148,0,2,1,10,0,2,1,,745
7783147,0,2,0,36,0,2,8,1,0
7783143,0,0,0,0,0,1,,,0
7783142,0,3,3,62,0,2,9,3,50
7783140,0,2,1,44,5,3,4,1,0
7783137,0,4,1,182,0,2,20,7,780
7783135,0,0,5,0,0,1,,,0
7783123,0,0,0,0,0,1,,,0
7783122,0,13,1,7159,92,9,1877,457,33290
7783114,0,4,1,217,0,2,30,6,150
7783112,0,2,4,8,0,2,2,,1020
7783111,0,2,1,25,0,2,5,,340
7783107,0,0,11,0,0,1,,,0
7783101,0,0,0,0,0,2,,,800
7783100,1,0,0,0,0,1,,,0
7783098,0,4,0,254,0,2,48,8,0
7783097,0,4,0,252,0,2,19,3,0
7783095,0,0,0,0,0,1,,,0
7783094,0,0,0,0,0,1,,,0
7783091,0,2,1,10,0,2,,,800
7783090,1,0,0,0,0,1,,,0
7783088,0,4,0,221,5,3,37,16,110
7783087,1,0,3,0,0,1,,,0
7783086,1,0,3,0,0,1,,,0
7783085,0,0,0,0,0,1,,,0
7783084,0,0,0,0,5,1,,,0
7783081,0,0,0,0,5,1,,,0
7783080,0,0,0,0,0,1,,,0
7783079,0,4,1,189,0,2,17,10,2550
7783078,0,0,4,0,0,1,,,0
7783077,0,0,1,0,0,1,,,0
7783076,0,0,1,0,5,1,,,0
7783075,1,0,2,0,5,1,,,0
7783074,0,0,1,0,0,1,,,0
7783072,0,0,0,0,0,1,,,0
7783070,0,0,0,0,0,1,,,0
7783069,0,0,1,0,0,1,,,0
7783068,0,0,2,0,20,1,,,0
7783067,0,0,2,0,10,1,,,0
7783066,0,5,0,321,0,2,27,7,500
7783065,1,0,0,0,0,1,,,0
7783064,0,0,1,0,5,1,,,0
7783063,0,0,2,0,0,1,,,0
7783062,0,0,5,0,0,1,,,0
7783059,0,0,1,0,0,1,,,0
7783057,0,0,1,0,0,1,,,0
7783053,0,0,0,0,0,2,,,800
7783050,0,0,0,0,0,1,,,0
7783046,1,0,0,0,0,2,,,760
7783038,0,0,0,0,0,1,,,0
7783036,1,0,0,0,0,1,,,0
7783034,1,6,1,625,0,2,121,24,4409
7783030,0,0,2,0,0,1,,,0
7783028,0,0,2,0,0,1,,,0
7783026,0,0,1,0,0,1,,,0
7783024,0,0,0,0,0,1,,,0
7783025,0,0,1,0,10,1,,,0
7783023,0,2,0,25,0,2,4,1,770
7783022,0,0,2,0,0,1,,,0
7783020,0,0,2,0,0,1,,,0
7783019,0,0,1,0,5,1,,,0
7783018,0,0,0,0,0,1,,,0
7783013,0,0,0,0,0,1,,,0
7783010,0,0,2,0,10,1,,,0
7783003,0,0,0,0,0,2,,,800
7782997,1,2,1,29,0,2,2,2,1010
7782994,0,0,0,0,0,1,,,0
7782991,0,2,0,7,0,2,3,1,780
7782990,0,3,2,45,0,2,5,2,990
7782988,0,0,2,0,0,1,,,0
7782985,0,3,0,72,0,2,9,2,0
7782982,0,2,0,11,0,2,2,,960
7782979,0,0,1,0,0,1,,,0
7782971,0,0,1,0,5,3,,,800
7782970,1,2,1,18,0,2,2,,970
7782967,0,4,0,160,10,3,35,6,0
7782962,0,3,0,100,0,2,9,6,350
7782955,0,2,0,5,0,2,1,1,1020
7782953,1,2,0,10,0,2,1,,1180
7782952,0,0,1,0,0,2,,,800
7782949,0,2,0,13,0,2,2,,1170
7782947,0,2,2,32,0,2,3,1,990
7782946,0,0,0,0,0,1,,,0
7782943,0,0,0,0,0,1,,,0
7782942,0,0,3,0,0,1,,,0
7782941,0,3,2,86,0,2,9,1,0
7782934,0,2,0,8,0,2,1,,990
7782926,0,2,0,10,0,2,1,,1080
7782925,0,4,1,195,1,2,26,13,2330
7782923,0,0,0,0,0,2,,,800
7782919,0,5,3,430,10,4,67,21,2360
7782918,0,3,0,88,0,2,12,6,1870
7782915,0,3,1,68,0,2,5,2,1800
7782914,1,0,5,0,0,2,,,800
7782909,0,0,3,0,0,1,,,0
7782906,0,4,1,142,0,2,20,2,320
7782904,0,0,1,0,5,1,,,0
7782903,0,0,2,0,0,1,,,0
7782900,0,2,0,41,0,2,4,2,1230
7782898,0,3,1,61,0,2,6,2,1250
7782894,0,0,2,0,0,2,,,800
7782891,0,3,2,75,0,2,10,1,0
7782886,0,0,6,0,0,1,,,0
7782882,0,0,0,0,0,1,,,0
7782880,0,0,0,0,0,1,,,0
7782875,0,6,2,616,5,3,106,27,0
7782864,0,5,1,415,1,2,33,7,0
7782861,0,0,0,0,0,2,,,800
7782860,0,0,2,0,0,1,,,0
7782854,1,1,1,3,0,2,1,,800
7782852,0,6,1,535,0,2,64,15,0
7782851,0,4,1,234,0,2,42,12,2220
7782850,1,3,1,96,0,2,7,4,1590
7782849,0,4,0,143,0,2,21,6,150
7782843,1,2,0,13,0,2,3,1,970
7782830,1,2,1,15,0,2,1,,940
7782827,0,0,2,0,0,1,,,0
7782825,0,2,0,11,0,2,2,,790
7782824,0,0,1,0,0,2,,,800
7782823,0,2,0,37,0,2,3,1,1500
7782821,1,2,0,14,0,2,4,,1090
7782820,1,0,2,0,0,2,,,800
7782812,0,0,1,0,0,1,,,0
7782811,0,0,1,0,0,1,,,0
7782810,1,2,0,11,0,2,3,,970
7782803,1,0,6,0,0,2,,,800
7782799,0,2,1,8,0,2,1,,990
7782798,0,0,0,0,0,1,,,0
7782790,0,3,1,54,0,2,9,,490
7782782,1,0,0,0,0,2,,,800
7782781,0,0,2,0,0,1,,,0
7782777,0,3,1,51,5,3,9,,150
7782776,0,2,0,16,5,3,4,,940
7782773,0,6,1,645,0,2,77,33,1661
7782772,0,2,2,13,0,2,2,,770
7782770,0,0,3,0,0,2,,,800
7782758,0,2,0,39,0,2,9,,730
7782757,0,4,3,154,0,2,20,8,1130
7782751,1,1,0,3,0,2,1,,800
7782750,0,0,0,0,0,1,,,0
7782749,0,0,1,0,0,2,,,800
7782746,0,0,0,0,0,2,,,800
7782745,0,0,0,0,0,2,,,800
7782742,0,3,1,119,5,3,17,3,0
7782741,0,0,0,0,0,1,,,0
7782736,1,2,1,41,0,2,4,1,1210
7782735,0,2,1,18,0,2,1,,100
7782731,0,7,5,940,6,3,138,32,241
7782723,0,2,1,13,0,2,2,,770
7782722,0,4,2,201,0,2,30,10,50
7782716,0,2,0,42,0,2,6,2,0
7782712,1,2,0,8,0,2,1,,990
7782709,0,0,0,0,5,3,,,800
7782708,0,2,1,13,0,2,1,,790
7782707,0,0,0,0,0,2,,,800
7782703,0,2,0,5,0,2,,,900
7782700,0,4,0,135,0,2,24,15,0
7782698,0,0,1,0,0,2,,,800
7782690,1,2,0,8,0,2,2,,970
7782689,0,0,1,0,0,2,,,800
7782688,0,0,1,0,0,1,,,0
7782687,0,6,0,555,1,2,65,17,13013
7782682,0,3,0,78,0,2,13,2,110
7782678,0,4,0,187,0,2,30,9,1826
7782677,0,0,0,0,0,1,,,0
7782675,0,0,2,0,0,1,,,0
7782671,1,0,0,0,0,2,,,800
7782670,1,2,0,8,0,2,1,,1000
7782661,0,4,1,171,0,2,27,2,600
7782660,0,0,3,0,0,2,,,800
7782653,1,6,5,670,20,6,112,24,0
7782648,0,2,0,8,0,2,2,,980
7782647,0,0,1,0,0,1,,,0
7782646,0,0,0,0,0,1,,,0
7782645,0,0,2,0,0,1,,,0
7782644,0,3,1,85,0,2,11,2,870
7782643,1,0,0,0,0,1,,,0
7782638,0,0,1,0,0,1,,,0
7782637,1,0,1,0,0,2,,,800
7782634,0,2,2,18,0,2,1,,1000
7782633,1,3,1,49,0,2,5,1,1370
7782632,0,4,1,134,0,2,24,10,2850
7782630,0,0,2,0,0,1,,,0
7782627,0,0,0,0,0,1,,,0
7782625,0,0,1,0,0,1,,,0
7782624,1,5,0,450,20,4,59,31,1150
7782623,1,1,0,3,0,2,2,,780
7782622,0,14,3,8251,115,10,3186,652,92902
7782621,0,7,2,944,15,5,139,65,6093
7782620,0,2,1,27,0,2,4,,600
7782617,0,3,0,106,0,2,13,3,310
7782615,0,2,2,18,0,2,1,,900
7782614,1,5,10,342,5,3,42,21,4140
7782611,0,0,2,0,0,1,,,0
7782610,0,0,2,0,0,1,,,0
7782609,0,0,6,0,0,1,,,0
7782607,0,0,1,0,0,1,,,0
7782604,0,4,0,199,0,2,33,7,1040
7782603,0,0,1,0,0,1,,,0
7782601,0,0,1,0,0,1,,,0
7782598,0,10,3,2385,36,8,627,125,0
7782597,0,0,0,0,0,1,,,0
7782593,1,2,0,22,0,2,4,,0
7782585,1,2,0,8,0,2,1,,970
7782583,0,0,0,0,0,1,,,0
7782582,0,2,0,8,0,2,1,,990
7782579,1,2,0,13,0,2,2,,1050
7782577,0,2,2,10,0,2,,,800
7782573,0,1,0,3,0,2,1,,790
7782572,0,0,1,0,0,1,,,0
7782571,0,4,0,179,0,2,19,4,0
7782570,0,0,1,0,0,2,,,800
7782569,1,4,0,185,0,2,24,11,100
7782568,0,0,0,0,0,2,,,800
7782561,0,8,0,1509,33,8,240,63,0
7782560,0,6,0,493,1,2,60,21,0
7782559,1,0,0,0,0,2,,,800
7782550,0,0,2,0,5,1,,,0
7782549,0,2,2,8,0,2,1,,1000
7782546,0,0,2,0,0,1,,,0
7782545,0,0,0,0,10,1,,,0
7782544,0,0,0,0,10,1,,,0
7782539,0,0,0,0,5,1,,,0
7782537,0,0,1,0,0,1,,,0
7782534,0,0,0,0,5,1,,,0
7782528,0,0,2,0,0,1,,,0
7782523,0,3,0,50,0,2,4,1,1270
7782514,0,0,0,0,0,1,,,0
7782513,0,5,0,390,0,2,72,20,130
7782512,0,3,1,59,0,2,5,1,1240
7782506,0,2,0,8,0,2,2,,980
7782505,0,2,0,8,0,2,2,,970
7782504,0,0,2,0,0,1,,,0
7782493,1,0,0,0,0,2,,,800
7782486,1,2,0,10,0,2,2,,1060
7782483,0,0,0,0,0,2,,,800
7782478,0,2,2,26,0,2,3,,1130
7782465,0,3,1,112,0,2,11,4,100
7782464,0,5,4,344,15,5,63,9,1
7782454,0,8,1,1334,35,7,338,73,2523
7782438,1,0,0,0,0,1,,,0
7782434,0,3,0,60,5,3,7,1,1620
7782429,1,2,0,8,0,2,1,,980
7782427,0,4,0,210,0,2,40,12,70
7782426,0,0,0,0,0,1,,,0
7782424,0,0,0,0,0,1,,,0
7782419,1,2,0,14,0,2,4,,660
7782413,0,0,3,0,0,1,,,0
7782401,1,0,0,0,0,1,,,0
7782399,0,0,1,0,0,1,,,0
7782396,0,0,1,0,5,1,,,0
7782395,0,0,1,0,0,1,,,0
7782394,0,0,2,0,10,1,,,0
7782391,0,0,0,0,20,1,,,0
7782389,1,0,0,0,0,1,,,0
7782388,0,0,0,0,0,1,,,0
7782387,0,0,2,0,0,1,,,0
7782386,0,10,4,2745,80,8,941,249,935
7782385,0,0,1,0,10,1,,,0
7782382,0,0,1,0,0,1,,,0
7782379,0,0,0,0,0,1,,,0
7782369,0,0,1,0,0,1,,,0
7782366,0,0,0,0,0,2,,,800
7782363,0,0,15,0,0,1,,,0
7782352,1,2,0,8,0,2,1,,1040
7782347,0,4,2,151,5,3,16,5,3240
7782346,1,3,0,100,0,2,12,5,110
7782337,0,2,0,41,0,2,5,2,1340
7782336,0,0,0,0,0,1,,,0
7782328,1,3,0,65,0,2,6,2,1392
7782327,0,0,2,0,0,1,,,0
7782321,1,4,2,196,0,2,45,16,0
7782318,1,6,2,508,0,2,51,12,0
7782313,0,0,1,0,0,2,,,800
7782312,0,0,0,0,0,2,,,800
7782305,0,5,0,292,5,3,51,12,3615
7782301,1,0,1,0,0,1,,,0
7782296,1,6,1,608,20,6,79,22,4282
7782294,1,9,1,1668,175,6,789,165,18000
7782288,0,4,0,170,0,2,21,6,160
7782285,0,0,3,0,0,1,,,0
7782276,0,2,2,18,0,2,1,,1000
7782275,0,0,0,0,0,2,1,,790
7782272,0,0,1,0,0,1,,,0
7782271,0,4,1,191,0,2,40,13,2519
7782269,0,2,0,14,0,2,3,,850
7782268,0,2,4,32,5,3,5,,1150
7782267,0,0,0,0,0,1,,,0
7782265,0,0,1,0,5,1,,,0
7782266,0,0,1,0,0,1,,,0
7782258,0,0,0,0,0,1,,,0
7782256,0,5,1,0,0,2,39,13,13622
7782255,0,0,0,0,0,2,,,800
7782254,0,1,1,3,0,2,2,,780
7782253,0,2,0,16,0,2,3,,1080
7782250,0,0,0,0,5,1,,,0
7782246,0,4,2,148,0,2,11,4,2000
7782245,0,5,0,293,0,2,58,30,0
7782243,0,2,3,34,0,2,5,1,1179
7782242,0,0,2,0,0,1,,,0
7782240,1,8,0,1410,11,3,354,74,5
7782239,0,0,0,0,0,1,,,0
7782235,1,3,0,51,0,2,7,1,1311
7782229,1,4,1,154,0,2,18,11,6558
7782228,0,4,1,216,0,2,31,14,9370
7782221,0,0,0,0,0,2,,,800
7782218,0,5,4,284,0,2,44,19,1683
7782211,0,2,0,8,0,2,1,,1000
7782208,1,0,3,0,0,1,,,0
7782207,0,3,0,89,0,2,12,3,1140
7782205,0,2,1,5,0,2,1,,920
7782204,0,2,3,10,5,3,,,800
7782192,1,3,1,86,10,4,9,4,1480
7782190,1,7,1,920,5,3,177,30,0
7782187,0,1,1,3,0,2,1,,780
7782185,0,6,3,685,0,2,155,72,4757
7782183,1,0,2,0,0,1,,,0
7782175,0,0,0,0,0,2,,,800
7782171,0,6,1,696,10,4,101,25,0
7782170,0,2,3,11,0,2,2,,790
7782168,0,2,1,17,0,2,4,,390
7782167,1,2,0,11,0,2,2,,990
7782163,1,1,0,3,0,2,1,,790
7782161,0,6,0,531,10,4,79,26,426
7782158,0,2,0,14,0,2,4,,830
7782157,0,0,2,0,5,1,,,0
7782156,0,0,1,0,0,1,,,0
7782154,0,0,2,0,0,1,,,0
7782153,0,0,2,0,0,1,,,0
7782148,0,0,2,0,0,1,,,0
7782149,0,0,0,0,0,1,,,0
7782147,0,3,1,80,0,2,11,2,50
7782134,0,2,0,36,5,3,7,,150
7782130,0,7,0,943,5,3,122,38,31205
7782129,0,2,0,21,0,2,2,,970
7782128,0,2,5,44,10,4,4,,1720
7782125,0,5,2,403,20,6,71,21,50
7782118,0,0,0,0,0,1,,,0
7782106,0,3,0,84,0,2,9,2,110
7782101,1,0,0,0,0,1,,,0
7782099,0,7,0,989,10,4,231,52,0
7782096,0,4,3,173,0,2,28,6,1520
7782095,1,3,0,49,0,2,4,1,890
7782092,0,0,2,0,0,2,,,800
7782091,0,2,0,6,0,2,2,,640
7782087,0,2,0,22,0,2,4,2,920
7782075,0,0,0,0,0,2,,,800
7782069,0,4,4,135,0,2,23,4,440
7782066,1,2,0,8,0,2,2,,1030
7782059,1,2,0,22,0,2,3,1,990
7782058,0,2,0,22,0,2,4,2,1000
7782057,0,0,5,0,0,1,,,0
7782049,0,3,2,75,0,2,9,2,710
7782046,1,7,2,1138,20,6,296,107,0
7782043,0,3,0,99,0,2,13,2,1240
7782041,1,2,0,19,0,2,4,1,795
7782039,0,2,0,27,5,3,3,1,1090
7782034,0,0,1,0,0,1,,,0
7782032,0,0,2,0,0,1,,,0
7782030,0,0,0,0,0,1,,,0
7782029,0,3,1,68,5,3,12,,180
7782023,1,4,0,174,10,3,43,8,0
7782010,0,5,1,372,5,3,86,43,0
7781998,0,2,0,25,0,2,6,,70
7781996,0,2,0,15,0,2,5,1,1020
7781991,0,2,1,15,0,2,1,,980
7781989,1,2,0,22,0,2,3,2,1010
7781984,0,0,0,0,0,2,,,800
7781982,0,5,0,313,0,2,55,14,10530
7781979,0,3,1,61,0,2,3,1,1640
7781969,1,11,2,3781,75,7,1051,157,0
7781968,1,2,3,8,0,2,1,,950
7781966,0,3,0,91,0,2,7,4,1620
7781964,1,2,1,18,0,2,2,,970
7781963,0,0,3,0,0,1,,,0
7781959,0,3,1,70,0,2,10,1,840
7781948,0,0,8,0,0,1,,,0
7781947,0,3,0,115,0,2,15,5,100
7781945,1,0,0,0,0,1,,,0
7781944,0,0,1,0,0,2,,,800
7781941,1,2,1,13,0,2,2,,770
7781926,0,2,0,29,0,2,8,5,1030
7781920,0,2,0,44,0,2,8,3,1010
7781918,0,3,0,95,0,2,17,3,327
7781908,0,2,3,13,0,2,2,,770
7781907,1,3,1,98,0,2,12,2,0
7781905,0,2,0,34,0,2,5,2,1380
7781899,1,0,2,0,0,2,,,800
7781894,1,3,1,111,0,2,21,6,1320
7781887,0,3,0,87,0,2,10,3,20
7781878,0,3,0,97,0,2,13,3,0
7781877,0,0,3,0,0,1,,,0
7781876,1,0,0,0,0,2,,,800
7781875,1,0,0,0,0,1,,,0
7781873,0,0,0,0,0,2,,,800
7781871,0,4,2,130,0,2,16,6,0
7781869,1,0,0,0,0,2,,,800
7781868,1,0,0,0,0,1,,,0
7781867,0,0,0,0,0,1,,,0
7781859,0,0,1,0,0,1,,,0
7781858,0,2,0,13,0,2,1,,1040
7781849,0,0,1,0,0,2,,,800
7781843,0,2,2,19,5,3,4,,770
7781842,0,2,3,32,0,2,3,1,1370
7781834,0,0,18,0,0,1,,,0
7781830,0,4,2,216,0,2,28,17,0
7781829,1,1,0,3,0,2,2,,770
7781827,0,7,0,799,5,3,136,44,30545
7781804,1,2,1,24,0,2,3,,790
7781798,0,12,5,4682,60,8,3402,541,1219
7781797,1,9,1,1925,60,10,360,49,1148217
7781789,0,0,0,0,0,1,,,0
7781788,0,0,3,0,0,2,,,800
7781787,0,0,0,0,0,1,,,0
7781786,0,0,0,0,0,1,,,0
7781783,0,8,5,1565,17,5,248,86,0
7781777,0,2,5,18,0,2,1,,990
7781776,0,0,0,0,5,2,,,800
7781765,0,0,0,0,0,2,,,800
7781764,0,2,0,17,0,2,5,,590
7781762,0,0,2,0,0,1,,,0
7781753,0,0,0,0,0,2,,,800
7781749,0,5,4,445,0,2,61,20,250
7781748,0,0,0,0,0,1,,,0
7781745,0,3,0,119,0,2,15,2,580
7781742,0,0,0,0,0,2,,,800
7781741,0,0,2,0,0,1,,,0
7781739,0,0,1,0,0,2,,,800
7781722,1,0,0,0,0,1,,,0
7781720,0,0,0,0,5,1,,,0
7781718,0,0,1,0,0,2,,,800
7781717,0,0,1,0,0,2,,,800
7781716,0,0,1,0,0,2,,,800
7781715,0,0,0,0,0,1,,,0
7781699,0,0,3,0,0,1,,,0
7781697,0,2,0,13,0,2,2,,1170
7781696,0,3,1,103,0,2,14,5,848
7781695,1,0,0,0,0,1,,,0
7781689,0,2,0,33,0,2,6,2,1180
7781685,0,2,0,8,0,2,1,,990
7781684,0,0,0,0,0,2,,,800
7781683,1,6,0,683,10,3,94,36,764
7781682,0,2,0,6,0,2,2,,0
7781675,0,5,3,420,5,3,57,22,0
7781674,0,1,0,3,0,2,2,,780
7781672,0,2,1,10,0,2,,,800
7781667,0,0,4,0,0,1,,,0
7781666,0,3,0,90,0,2,10,2,1330
7781664,0,7,2,1047,5,3,165,56,1
7781656,1,3,0,81,1,2,23,18,1105
7781654,0,0,0,0,0,1,,,0
7781652,0,4,0,165,0,2,25,10,830
7781651,0,3,0,71,0,2,10,5,1100
7781650,1,7,0,814,0,2,116,30,0
7781638,1,5,0,421,0,2,80,23,4729
7781635,0,3,0,53,0,2,7,2,1230
7781622,1,6,0,502,0,2,53,14,0
7781616,0,3,0,82,0,2,11,2,130
7781613,0,3,4,109,0,2,12,3,120
7781608,0,4,2,144,0,2,22,2,1040
7781599,0,11,2,3609,26,7,1082,397,87567
7781597,0,0,1,0,0,1,,,0
7781594,1,6,0,757,0,2,91,19,0
7781590,1,0,0,0,0,2,,,800
7781589,0,0,2,0,0,2,,,800
7781588,0,3,1,52,0,2,5,,0
7781586,0,0,4,0,0,2,,,800
7781585,0,0,2,0,0,2,,,800
7781581,0,6,11,544,5,3,108,43,10078
7781580,1,9,2,1735,15,5,970,239,4186491
7781579,0,6,1,738,55,10,85,20,11
7781568,1,6,2,536,0,2,51,8,150
7781564,0,3,4,104,0,2,10,4,1050
7781562,0,7,7,1060,5,3,182,67,0
7781552,0,0,1,0,0,1,,,0
7781551,0,2,0,11,0,2,3,,900
7781550,0,5,3,361,20,6,65,15,70
7781547,0,3,4,48,5,3,2,1,1320
7781543,0,1,0,3,0,2,1,,790
7781542,0,2,6,31,0,2,3,,1040
7781537,1,7,1,1011,20,6,201,64,300
7781532,0,0,4,0,0,1,,,0
7781525,0,4,3,160,0,2,20,6,790
7781519,1,0,2,0,0,1,,,0
7781515,0,0,0,0,0,2,1,,790
7781512,0,5,0,330,5,3,22,3,70
7781506,1,4,1,224,25,7,37,8,170
7781505,0,5,1,428,15,5,40,15,0
7781504,0,3,0,121,0,2,10,3,1000
7781501,0,8,4,1358,5,3,315,112,15940
7781499,0,0,1,0,0,2,,,800
7781496,0,6,1,540,5,3,68,17,0
7781494,0,5,0,421,0,2,40,8,20
7781489,0,0,0,0,0,1,,,0
7781485,1,0,0,0,0,1,,,0
7781483,0,2,2,10,0,2,,,800
7781475,0,2,2,43,0,2,5,1,770
7781468,0,3,3,81,0,2,7,5,1594
7781461,0,0,0,0,0,1,,,0
7781459,0,0,1,0,0,2,,,800
7781454,0,0,3,0,0,1,,,0
7781447,0,4,1,137,30,8,15,6,9000
7781446,1,0,1,0,0,1,,,0
7781442,0,0,1,0,0,1,,,0
7781440,0,0,0,0,0,1,,,0
7781435,0,0,3,0,0,1,,,0
7781433,0,0,0,0,0,1,,,0
7781431,0,0,0,0,0,2,,,800
7781430,0,0,1,0,0,1,,,0
7781428,0,0,1,0,0,2,,,800
7781425,0,6,1,555,15,4,71,15,0
7781418,0,3,1,45,0,2,6,3,1300
7781414,0,4,3,218,16,5,37,14,10165
7781413,0,4,0,230,10,4,43,8,50
7781412,0,0,1,0,0,1,,,0
7781411,0,0,1,0,0,1,,,0
7781403,0,0,0,0,0,1,,,0
7781402,0,0,3,0,0,1,,,0
7781401,0,0,0,0,0,1,,,0
7781400,0,0,0,0,0,1,,,0
7781399,0,2,2,15,0,2,1,,980
7781398,0,0,2,0,0,1,,,0
7781397,0,0,1,0,0,1,,,0
7781396,0,0,2,0,0,1,,,0
7781395,0,0,2,0,0,1,,,0
7781394,0,0,0,0,0,1,,,0
7781392,0,0,1,0,0,1,,,0
7781389,0,0,2,0,0,1,,,0
7781390,0,0,2,0,0,1,,,0
7781391,0,0,2,0,0,1,,,0
7781388,0,0,0,0,0,1,,,0
7781387,0,0,0,0,0,1,,,0
7781386,0,0,3,0,0,1,,,0
7781385,1,0,4,0,0,1,,,0
7781384,0,0,3,0,0,1,,,0
7781383,0,0,0,0,0,1,,,0
7781382,0,0,2,0,0,1,,,0
7781380,0,0,3,0,0,1,,,0
7781381,0,0,1,0,0,1,,,0
7781378,0,0,1,0,0,1,,,0
7781379,0,0,1,0,0,1,,,0
7781377,0,0,1,0,0,1,,,0
7781376,0,0,1,0,0,1,,,0
7781375,1,0,0,0,0,1,,,0
7781373,0,0,1,0,0,1,,,0
7781372,0,0,0,0,0,1,,,0
7781371,0,0,0,0,0,1,,,0
7781370,0,0,0,0,0,1,,,0
7781369,0,0,1,0,0,1,,,0
7781368,0,0,1,0,0,1,,,0
7781367,0,0,0,0,0,1,,,0
7781366,0,0,1,0,0,1,,,0
7781364,0,0,2,0,0,1,,,0
7781365,0,0,1,0,0,1,,,0
7781363,1,0,2,0,0,1,,,0
7781362,0,0,0,0,0,1,,,0
7781361,0,0,0,0,0,1,,,0
7781360,0,0,0,0,0,1,,,0
7781359,0,0,0,0,0,1,,,0
7781358,0,0,4,0,0,1,,,0
7781357,0,0,2,0,0,1,,,0
7781356,0,0,1,0,0,1,,,0
7781355,0,0,0,0,0,1,,,0
7781354,0,0,2,0,0,1,,,0
7781353,1,0,3,0,0,1,,,0
7781352,0,0,1,0,0,1,,,0
7781350,0,0,1,0,0,1,,,0
7781351,1,0,1,0,0,1,,,0
7781349,0,0,1,0,0,1,,,0
7781347,0,0,1,0,0,1,,,0
7781348,0,0,1,0,0,1,,,0
7781346,1,0,4,0,0,1,,,0
7781345,0,0,1,0,0,1,,,0
7781344,0,0,3,0,0,1,,,0
7781343,0,0,1,0,0,1,,,0
7781341,0,0,1,0,0,1,,,0
7781342,0,0,3,0,0,1,,,0
7781340,0,0,2,0,0,1,,,0
7781339,0,0,4,0,0,1,,,0
7781337,0,0,1,0,0,1,,,0
7781338,0,0,1,0,0,1,,,0
7781336,0,0,3,0,0,1,,,0
7781335,0,0,1,0,0,1,,,0
7781334,0,0,2,0,0,1,,,0
7781333,0,0,1,0,0,1,,,0
7781331,0,0,1,0,0,1,,,0
7781332,0,0,4,0,0,1,,,0
7781327,0,0,0,0,0,1,,,0
7781328,0,0,2,0,0,1,,,0
7781329,0,0,1,0,0,1,,,0
7781330,0,0,2,0,0,1,,,0
7781326,0,0,1,0,0,1,,,0
7781323,0,0,1,0,0,1,,,0
7781324,0,0,1,0,0,1,,,0
7781325,0,0,2,0,0,1,,,0
7781322,0,0,1,0,0,1,,,0
7781321,0,0,4,0,0,1,,,0
7781319,0,0,3,0,0,1,,,0
7781320,0,0,0,0,0,1,,,0
7781317,0,0,0,0,0,1,,,0
7781316,0,0,4,0,0,1,,,0
7781315,0,0,2,0,0,1,,,0
7781314,0,0,0,0,0,1,,,0
7781313,0,0,3,0,0,1,,,0
7781312,0,0,1,0,0,1,,,0
7781311,0,0,1,0,0,1,,,0
7781310,0,0,6,0,0,1,,,0
7781309,0,0,1,0,0,1,,,0
7781307,0,0,1,0,0,1,,,0
7781306,0,0,0,0,0,1,,,0
7781305,0,0,1,0,0,1,,,0
7781304,0,0,13,0,0,1,,,0
7781303,0,0,0,0,0,1,,,0
7781302,0,0,2,0,0,1,,,0
7781301,1,0,3,0,0,1,,,0
7781300,0,0,6,0,0,1,,,0
7781299,0,0,0,0,0,1,,,0
7781298,0,0,1,0,0,1,,,0
7781297,1,0,1,0,0,1,,,0
7781296,0,0,0,0,0,1,,,0
7781295,0,0,1,0,0,1,,,0
7781294,0,0,1,0,0,1,,,0
7781293,0,0,0,0,0,1,,,0
7781291,0,0,0,0,0,1,,,0
7781290,0,0,2,0,0,1,,,0
7781289,0,0,0,0,0,1,,,0
7781287,0,0,1,0,20,1,,,0
7781288,0,0,0,0,0,1,,,0
7781286,0,0,1,0,0,1,,,0
7781285,0,0,1,0,0,1,,,0
7781284,0,0,1,0,0,1,,,0
7781283,0,0,1,0,0,1,,,0
7781282,0,0,0,0,0,1,,,0
7781280,0,0,0,0,0,1,,,0
7781281,0,0,2,0,0,1,,,0
7781277,0,0,0,0,0,1,,,0
7781276,0,0,0,0,0,1,,,0
7781275,0,0,1,0,0,1,,,0
7781274,0,0,0,0,0,1,,,0
7781273,0,0,0,0,0,1,,,0
7781271,0,0,1,0,0,1,,,0
7781270,0,0,1,0,0,1,,,0
7781269,0,0,2,0,0,1,,,0
7781268,0,0,1,0,0,1,,,0
7781267,0,0,0,0,0,1,,,0
7781266,0,0,3,0,0,1,,,0
7781265,0,0,2,0,0,1,,,0
7781264,0,0,0,0,0,1,,,0
